Year,SERIES,UNIT_MEASURE,Value
2000,BX_TRF_PWKR,PT,28.713852199999998
2001,BX_TRF_PWKR,PT,26.091817300000002
2002,BX_TRF_PWKR,PT,22.4884302
2003,BX_TRF_PWKR,PT,20.7660871
2004,BX_TRF_PWKR,PT,19.3767629
2005,BX_TRF_PWKR,PT,18.1568243
2006,BX_TRF_PWKR,PT,16.7042815
2007,BX_TRF_PWKR,PT,17.025509200000002
2008,BX_TRF_PWKR,PT,14.219122500000001
2009,BX_TRF_PWKR,PT,12.075921600000001
2010,BX_TRF_PWKR,PT,10.6091171
2011,BX_TRF_PWKR,PT,10.5028651
2012,BX_TRF_PWKR,PT,10.714178500000001
2013,BX_TRF_PWKR,PT,10.7708945
2014,BX_TRF_PWKR,PT,11.3541369
2015,BX_TRF_PWKR,PT,11.1100604
2016,BX_TRF_PWKR,PT,10.9144386
2017,BX_TRF_PWKR,PT,11.1540444
2018,BX_TRF_PWKR,PT,10.5231356
